<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
S27,20120503,2.8000,2.9000,2.7000,2.9000,1300,2.8000,2.9000,2.7000,2.9000,0,0,0
S27,20120502,2.8000,2.8000,2.8000,2.8000,4300,2.8000,2.8000,2.8000,2.8000,0,0,0
S27,20120427,2.5000,2.7000,2.5000,2.7000,600,2.5000,2.7000,2.5000,2.7000,0,0,0
S27,20120426,2.7000,2.7000,2.6000,2.6000,1900,2.7000,2.7000,2.6000,2.6000,0,0,0
S27,20120425,2.7000,2.7000,2.7000,2.7000,1400,2.7000,2.7000,2.7000,2.7000,0,0,0
S27,20120419,2.7000,2.9000,2.7000,2.9000,200,2.7000,2.9000,2.7000,2.9000,0,0,0
S27,20120418,2.9000,2.9000,2.9000,2.9000,100,2.9000,2.9000,2.9000,2.9000,0,0,0
S27,20120417,2.8000,2.8000,2.7000,2.8000,7600,2.8000,2.8000,2.7000,2.8000,0,0,0
S27,20120416,2.7000,2.9000,2.7000,2.9000,8500,2.7000,2.9000,2.7000,2.9000,0,0,0
S27,20120413,2.8000,2.8000,2.8000,2.8000,1100,2.8000,2.8000,2.8000,2.8000,0,0,0
S27,20120412,3.1000,3.1000,2.8000,2.8000,400,3.1000,3.1000,2.8000,2.8000,0,0,0
S27,20120411,3.0000,3.0000,2.9000,2.9000,2200,3.0000,3.0000,2.9000,2.9000,0,0,0
S27,20120410,3.1000,3.1000,2.8000,3.1000,6800,3.1000,3.1000,2.8000,3.1000,0,0,0
S27,20120409,2.8000,3.0000,2.8000,3.0000,900,2.8000,3.0000,2.8000,3.0000,0,0,0
S27,20120406,3.2000,3.2000,3.0000,3.0000,7500,3.2000,3.2000,3.0000,3.0000,0,0,0
S27,20120405,3.0000,3.2000,3.0000,3.0000,3500,3.0000,3.2000,3.0000,3.0000,0,0,0
S27,20120404,3.2000,3.2000,3.2000,3.2000,100,3.2000,3.2000,3.2000,3.2000,0,0,0
S27,20120403,3.1000,3.4000,3.1000,3.4000,2100,3.1000,3.4000,3.1000,3.4000,0,0,0
S27,20120330,3.3000,3.3000,3.3000,3.3000,1200,3.3000,3.3000,3.3000,3.3000,0,0,0
S27,20120329,3.7000,3.7000,3.5000,3.5000,200,3.7000,3.7000,3.5000,3.5000,0,0,0
S27,20120328,3.7000,3.7000,3.7000,3.7000,100,3.7000,3.7000,3.7000,3.7000,0,0,0
S27,20120327,3.7000,3.7000,3.7000,3.7000,11900,3.7000,3.7000,3.7000,3.7000,0,0,0
S27,20120326,3.7000,3.9000,3.7000,3.9000,9100,3.7000,3.9000,3.7000,3.9000,0,0,0
S27,20120323,3.9000,4.3000,3.9000,3.9000,18500,3.9000,4.3000,3.9000,3.9000,0,100,0
S27,20120319,4.1000,4.1000,4.1000,4.1000,100,4.1000,4.1000,4.1000,4.1000,0,0,0
S27,20120316,3.9000,3.9000,3.9000,3.9000,100,3.9000,3.9000,3.9000,3.9000,0,0,0
S27,20120315,3.7000,3.7000,3.7000,3.7000,100,3.7000,3.7000,3.7000,3.7000,0,0,0
S27,20120314,3.5000,3.6000,3.5000,3.6000,800,3.5000,3.6000,3.5000,3.6000,0,0,0
S27,20120313,3.7000,3.7000,3.7000,3.7000,100,3.7000,3.7000,3.7000,3.7000,0,0,0
S27,20120307,3.4000,3.6000,3.4000,3.6000,300,3.4000,3.6000,3.4000,3.6000,0,0,0
