<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
KLF,20210319,2.9000,3.1000,2.9000,3.1000,9378762,2.9000,3.1000,2.9000,3.1000,144,0,3000
KLF,20210318,2.9000,3.0000,2.9000,2.9000,2839139,2.9000,3.0000,2.9000,2.9000,27,0,5000
KLF,20210317,3.0000,3.1000,2.8000,3.0000,6828386,3.0000,3.1000,2.8000,3.0000,69,40000,17600
KLF,20210316,3.2000,3.2000,3.0000,3.0000,9070770,3.2000,3.2000,3.0000,3.0000,115,50000,0
KLF,20210315,3.0000,3.2000,3.0000,3.1000,9562699,3.0000,3.2000,3.0000,3.1000,129,0,1000
KLF,20210312,3.1000,3.3000,3.0000,3.0000,7590124,3.1000,3.3000,3.0000,3.0000,0,0,0
KLF,20210311,3.0000,3.2000,2.8000,3.1000,9173449,3.0000,3.2000,2.8000,3.1000,0,2000,400
KLF,20210310,3.1000,3.3000,3.0000,3.0000,11362694,3.1000,3.3000,3.0000,3.0000,0,15600,0
KLF,20210309,2.8000,3.0000,2.7000,3.0000,11352287,2.8000,3.0000,2.7000,3.0000,36,3700,1400
KLF,20210308,2.7000,2.9000,2.7000,2.8000,7803179,2.7000,2.9000,2.7000,2.8000,0,400,80000
KLF,20210305,2.7000,2.8000,2.6000,2.7000,3971965,2.7000,2.8000,2.6000,2.7000,0,0,2000
KLF,20210304,2.8000,2.8000,2.6000,2.7000,4753302,2.8000,2.8000,2.6000,2.7000,0,30400,6500
KLF,20210303,2.6000,2.7000,2.5000,2.7000,5851737,2.6000,2.7000,2.5000,2.7000,0,0,500
KLF,20210302,2.6000,2.7000,2.5000,2.6000,3767678,2.6000,2.7000,2.5000,2.6000,0,0,1500
KLF,20210301,2.6000,2.6000,2.5000,2.6000,1696130,2.6000,2.6000,2.5000,2.6000,0,0,44000
KLF,20210226,2.6000,2.6000,2.5000,2.6000,1407125,2.6000,2.6000,2.5000,2.6000,0,0,0
KLF,20210225,2.6000,2.7000,2.5000,2.6000,1997712,2.6000,2.7000,2.5000,2.6000,0,0,0
KLF,20210224,2.6000,2.7000,2.5000,2.6000,3221313,2.6000,2.7000,2.5000,2.6000,0,200,0
KLF,20210223,2.6000,2.7000,2.5000,2.6000,6058590,2.6000,2.7000,2.5000,2.6000,84,0,20000
KLF,20210222,2.5000,2.6000,2.4000,2.6000,3012259,2.5000,2.6000,2.4000,2.6000,0,0,0
KLF,20210219,2.5000,2.6000,2.5000,2.5000,4550700,2.5000,2.6000,2.5000,2.5000,0,0,0
KLF,20210218,2.6000,2.7000,2.5000,2.5000,6801425,2.6000,2.7000,2.5000,2.5000,0,0,0
KLF,20210217,2.5000,2.6000,2.4000,2.6000,3721128,2.5000,2.6000,2.4000,2.6000,0,700,1700
KLF,20210209,2.4000,2.6000,2.4000,2.4000,3478962,2.4000,2.6000,2.4000,2.4000,0,0,0
KLF,20210208,2.5000,2.6000,2.3000,2.4000,8930046,2.5000,2.6000,2.3000,2.4000,0,20000,139800
KLF,20210205,2.3000,2.5000,2.3000,2.4000,3523234,2.3000,2.5000,2.3000,2.4000,62,200,0
KLF,20210204,2.4000,2.5000,2.3000,2.3000,2534228,2.4000,2.5000,2.3000,2.3000,0,0,0
KLF,20210203,2.4000,2.5000,2.3000,2.4000,5497681,2.4000,2.5000,2.3000,2.4000,0,0,0
KLF,20210202,2.1000,2.3000,2.0000,2.3000,4665089,2.1000,2.3000,2.0000,2.3000,0,0,0
KLF,20210201,2.3000,2.5000,2.1000,2.1000,5564800,2.3000,2.5000,2.1000,2.1000,0,100,10000
KLF,20210129,2.3000,2.5000,2.3000,2.3000,10941814,2.3000,2.5000,2.3000,2.3000,0,29500,0
KLF,20210128,2.6000,2.6000,2.5000,2.5000,5120324,2.6000,2.6000,2.5000,2.5000,300000,101700,6000
KLF,20210127,2.8000,3.0000,2.7000,2.7000,12646428,2.8000,3.0000,2.7000,2.7000,0,23200,34500
KLF,20210126,3.0000,3.1000,2.7000,2.9000,11172977,3.0000,3.1000,2.7000,2.9000,0,120400,20500
KLF,20210125,3.2000,3.3000,3.0000,3.0000,10238294,3.2000,3.3000,3.0000,3.0000,0,24500,2600
KLF,20210122,3.1000,3.3000,3.0000,3.2000,12602100,3.1000,3.3000,3.0000,3.2000,0,10100,5000
KLF,20210121,2.8000,3.0000,2.8000,3.0000,7129065,2.8000,3.0000,2.8000,3.0000,0,10100,5000
KLF,20210120,2.9000,2.9000,2.6000,2.8000,8859282,2.9000,2.9000,2.6000,2.8000,10,30000,5000
KLF,20210119,3.1000,3.2000,2.7000,2.8000,16897989,3.1000,3.2000,2.7000,2.8000,12,119100,17000
KLF,20210118,2.9000,3.0000,2.8000,3.0000,7391494,2.9000,3.0000,2.8000,3.0000,994900,1100,40000
KLF,20210115,2.9000,3.0000,2.8000,2.8000,9545436,2.9000,3.0000,2.8000,2.8000,9,15000,0
KLF,20210114,2.7000,2.9000,2.6000,2.9000,7590662,2.7000,2.9000,2.6000,2.9000,0,0,0
KLF,20210113,2.9000,3.0000,2.7000,2.7000,10193978,2.9000,3.0000,2.7000,2.7000,0,10000,0
KLF,20210112,2.8000,2.9000,2.7000,2.9000,10252400,2.8000,2.9000,2.7000,2.9000,0,100,0
KLF,20210111,2.5000,2.7000,2.5000,2.7000,11253400,2.5000,2.7000,2.5000,2.7000,0,5000,15000
KLF,20210108,2.3000,2.5000,2.2000,2.5000,13060911,2.3000,2.5000,2.2000,2.5000,36,10000,0
KLF,20210107,2.1000,2.3000,2.1000,2.3000,5657900,2.1000,2.3000,2.1000,2.3000,0,0,0
KLF,20210106,2.3000,2.4000,2.1000,2.1000,4705496,2.3000,2.4000,2.1000,2.1000,0,70000,20000
KLF,20210105,2.3000,2.4000,2.1000,2.3000,7720040,2.3000,2.4000,2.1000,2.3000,0,210000,11400
KLF,20210104,2.3000,2.4000,2.3000,2.3000,4398700,2.3000,2.4000,2.3000,2.3000,0,0,0
KLF,20201231,2.3000,2.3000,2.2000,2.3000,5527600,2.3000,2.3000,2.2000,2.3000,0,90000,0
KLF,20201230,2.1000,2.3000,2.0000,2.2000,11245299,2.1000,2.3000,2.0000,2.2000,0,90000,0
KLF,20201229,2.1000,2.2000,2.0000,2.1000,2841822,2.1000,2.2000,2.0000,2.1000,0,0,0
KLF,20201228,2.1000,2.2000,2.0000,2.1000,8724892,2.1000,2.2000,2.0000,2.1000,6,7500,20000
KLF,20201225,1.9000,2.0000,1.8000,2.0000,5464508,1.9000,2.0000,1.8000,2.0000,0,6400,0
KLF,20201224,2.0000,2.0000,1.8000,1.9000,4865100,2.0000,2.0000,1.8000,1.9000,0,3000,0
KLF,20201223,2.0000,2.0000,1.9000,2.0000,12153680,2.0000,2.0000,1.9000,2.0000,0,20000,0
KLF,20201222,1.8000,1.9000,1.8000,1.9000,6949747,1.8000,1.9000,1.8000,1.9000,0,0,8000
KLF,20201221,1.8000,1.9000,1.7000,1.8000,3652197,1.8000,1.9000,1.7000,1.8000,17,0,4000
KLF,20201218,1.8000,1.8000,1.7000,1.8000,1461975,1.8000,1.8000,1.7000,1.8000,0,0,0
KLF,20201217,1.8000,1.9000,1.7000,1.8000,2129561,1.8000,1.9000,1.7000,1.8000,0,0,0
KLF,20201216,1.9000,1.9000,1.8000,1.8000,1081610,1.9000,1.9000,1.8000,1.8000,0,0,0
KLF,20201215,1.9000,1.9000,1.7000,1.9000,4724615,1.9000,1.9000,1.7000,1.9000,0,4000,0
KLF,20201214,1.8000,1.8000,1.7000,1.8000,2345318,1.8000,1.8000,1.7000,1.8000,0,0,0
KLF,20201211,1.7000,1.8000,1.7000,1.7000,650911,1.7000,1.8000,1.7000,1.7000,0,0,0
KLF,20201210,1.9000,1.9000,1.7000,1.8000,3251765,1.9000,1.9000,1.7000,1.8000,0,0,0
KLF,20201209,1.8000,1.9000,1.8000,1.8000,1443171,1.8000,1.9000,1.8000,1.8000,0,0,0
KLF,20201208,1.9000,1.9000,1.8000,1.8000,958531,1.9000,1.9000,1.8000,1.8000,0,0,0
KLF,20201207,1.7000,1.9000,1.7000,1.8000,2088234,1.7000,1.9000,1.7000,1.8000,0,0,0
KLF,20201204,1.8000,1.9000,1.7000,1.8000,1032602,1.8000,1.9000,1.7000,1.8000,0,0,0
KLF,20201203,1.8000,1.9000,1.7000,1.8000,1132500,1.8000,1.9000,1.7000,1.8000,0,100,0
KLF,20201202,1.8000,1.9000,1.7000,1.8000,1223080,1.8000,1.9000,1.7000,1.8000,0,0,0
KLF,20201201,1.8000,1.8000,1.7000,1.8000,1102558,1.8000,1.8000,1.7000,1.8000,0,0,0
KLF,20201130,1.8000,1.9000,1.7000,1.8000,1335010,1.8000,1.9000,1.7000,1.8000,0,400,0
KLF,20201127,1.9000,1.9000,1.8000,1.8000,800223,1.9000,1.9000,1.8000,1.8000,0,0,0
KLF,20201126,1.8000,1.9000,1.7000,1.8000,1636613,1.8000,1.9000,1.7000,1.8000,0,0,0
KLF,20201125,1.8000,1.9000,1.8000,1.8000,768774,1.8000,1.9000,1.8000,1.8000,0,0,80000
KLF,20201124,1.8000,1.9000,1.7000,1.8000,2588320,1.8000,1.9000,1.7000,1.8000,0,0,0
KLF,20201123,1.9000,1.9000,1.8000,1.8000,974498,1.9000,1.9000,1.8000,1.8000,0,0,0
KLF,20201120,1.8000,1.9000,1.8000,1.9000,1806278,1.8000,1.9000,1.8000,1.9000,0,20000,0
KLF,20201119,1.9000,1.9000,1.8000,1.9000,574631,1.9000,1.9000,1.8000,1.9000,0,0,0
KLF,20201118,1.9000,1.9000,1.8000,1.9000,589141,1.9000,1.9000,1.8000,1.9000,0,0,0
KLF,20201117,1.9000,1.9000,1.8000,1.9000,370449,1.9000,1.9000,1.8000,1.9000,0,0,0
KLF,20201116,1.9000,2.0000,1.8000,1.8000,2551849,1.9000,2.0000,1.8000,1.8000,0,500,16000
KLF,20201113,1.9000,2.0000,1.8000,1.9000,1276219,1.9000,2.0000,1.8000,1.9000,75000,0,0
KLF,20201112,1.9000,2.0000,1.8000,1.9000,2738705,1.9000,2.0000,1.8000,1.9000,2,10000,0
KLF,20201111,1.9000,2.0000,1.8000,1.9000,2964623,1.9000,2.0000,1.8000,1.9000,0,0,0
KLF,20201110,2.0000,2.1000,1.9000,1.9000,6629004,2.0000,2.1000,1.9000,1.9000,0,16000,0
KLF,20201109,2.0000,2.0000,1.9000,2.0000,10037088,2.0000,2.0000,1.9000,2.0000,0,0,0
KLF,20201106,1.9000,1.9000,1.8000,1.9000,4051685,1.9000,1.9000,1.8000,1.9000,0,0,0
KLF,20201105,1.8000,1.9000,1.8000,1.8000,2439650,1.8000,1.9000,1.8000,1.8000,0,0,0
KLF,20201104,1.8000,1.9000,1.8000,1.8000,2295563,1.8000,1.9000,1.8000,1.8000,0,0,0
KLF,20201103,1.9000,1.9000,1.8000,1.8000,1265981,1.9000,1.9000,1.8000,1.8000,0,0,0
KLF,20201102,1.9000,1.9000,1.8000,1.9000,1022440,1.9000,1.9000,1.8000,1.9000,0,0,0
KLF,20201030,1.8000,1.9000,1.8000,1.9000,1975332,1.8000,1.9000,1.8000,1.9000,0,0,0
KLF,20201029,1.8000,1.8000,1.7000,1.8000,927090,1.8000,1.8000,1.7000,1.8000,0,0,0
KLF,20201028,1.8000,1.9000,1.7000,1.8000,3458691,1.8000,1.9000,1.7000,1.8000,0,0,0
KLF,20201027,1.8000,1.9000,1.8000,1.8000,3136331,1.8000,1.9000,1.8000,1.8000,0,0,0
KLF,20201026,1.9000,2.0000,1.8000,1.8000,3296460,1.9000,2.0000,1.8000,1.8000,0,10000,0
KLF,20201023,1.8000,1.9000,1.8000,1.9000,12675195,1.8000,1.9000,1.8000,1.9000,0,0,17000
KLF,20201022,1.7000,1.8000,1.7000,1.8000,1644920,1.7000,1.8000,1.7000,1.8000,0,0,0
KLF,20201021,1.8000,1.8000,1.7000,1.7000,600369,1.8000,1.8000,1.7000,1.7000,0,0,0
KLF,20201020,1.7000,1.8000,1.7000,1.8000,1215400,1.7000,1.8000,1.7000,1.8000,0,0,0
KLF,20201019,1.8000,1.8000,1.7000,1.7000,604090,1.8000,1.8000,1.7000,1.7000,0,0,0
KLF,20201016,1.7000,1.8000,1.7000,1.7000,1620400,1.7000,1.8000,1.7000,1.7000,0,0,5000
KLF,20201015,1.7000,1.8000,1.7000,1.7000,553833,1.7000,1.8000,1.7000,1.7000,0,0,0
KLF,20201014,1.8000,1.9000,1.7000,1.7000,396900,1.8000,1.9000,1.7000,1.7000,0,0,0
KLF,20201013,1.7000,1.8000,1.7000,1.8000,236400,1.7000,1.8000,1.7000,1.8000,0,0,0
KLF,20201012,1.8000,1.9000,1.7000,1.7000,2328500,1.8000,1.9000,1.7000,1.7000,0,0,0
KLF,20201009,1.8000,1.9000,1.7000,1.8000,3021544,1.8000,1.9000,1.7000,1.8000,0,0,0
KLF,20201008,1.9000,1.9000,1.8000,1.8000,907015,1.9000,1.9000,1.8000,1.8000,0,0,0
KLF,20201007,1.9000,2.0000,1.8000,1.9000,4226990,1.9000,2.0000,1.8000,1.9000,0,0,6000
KLF,20201006,1.8000,1.9000,1.7000,1.9000,3375427,1.8000,1.9000,1.7000,1.9000,0,0,0
KLF,20201005,1.8000,1.9000,1.7000,1.8000,5388150,1.8000,1.9000,1.7000,1.8000,0,0,2000
KLF,20201002,1.7000,1.8000,1.6000,1.8000,1192350,1.7000,1.8000,1.6000,1.8000,0,0,0
KLF,20201001,1.7000,1.7000,1.6000,1.7000,1233359,1.7000,1.7000,1.6000,1.7000,0,0,0
KLF,20200930,1.7000,1.8000,1.6000,1.7000,1686089,1.7000,1.8000,1.6000,1.7000,0,0,0
KLF,20200929,1.7000,1.8000,1.7000,1.7000,1908830,1.7000,1.8000,1.7000,1.7000,0,0,0
KLF,20200928,1.7000,1.8000,1.7000,1.7000,676180,1.7000,1.8000,1.7000,1.7000,0,8000,0
KLF,20200925,1.7000,1.8000,1.6000,1.7000,508452,1.7000,1.8000,1.6000,1.7000,0,0,0
